seq_id	length	cov_best	present_in_nr80	nr80_status	present_in_core	present_in_alignment	gap_fraction	ambiguity_fraction	gap_or_ambiguity_fraction	flag_class	recommended_action	notes
UniRef90_UPI00295B25BF	272	0.7216	true	direct_nr80_representative	true	true	0.5278	0.0000	0.5278			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003556FB61	272	0.7635	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0004B25499	272	0.7754	true	direct_nr80_representative	true	true	0.5202	0.0000	0.5202			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0008208F9B	272	0.7725	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000E80B92D	272	0.7874	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00092DFB5C	272	0.7665	true	direct_nr80_representative	true	true	0.5336	0.0000	0.5336			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A8T4L799	271	0.7754	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABW8T2E9	271	0.7665	true	direct_nr80_representative	true	true	0.5873	0.0000	0.5873			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A9D5JX10	271	0.7754	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABU0JRV4	271	0.7665	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1G9RP79	271	0.7754	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABT1NAJ8	271	0.7455	true	direct_nr80_representative	true	true	0.5317	0.0000	0.5317			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A942ZAE8	271	0.7605	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1Q8QSH8	271	0.7754	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1M4YED5	271	0.7784	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_R1AX99	271	0.7635	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A419TA45	271	0.7814	true	direct_nr80_representative	true	true	0.5125	0.0000	0.5125			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_G7WAM1	271	0.7784	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7R6PNY5	271	0.7635	true	direct_nr80_representative	true	true	0.5125	0.0000	0.5125			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A081C9H9	271	0.7784	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_D9QS83	271	0.7784	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A532V300	271	0.7365	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_X0RMM2	271	0.7904	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A3B0V708	271	0.7605	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A644URZ5	271	0.7934	true	direct_nr80_representative	true	true	0.5624	0.0000	0.5624			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00236026E8	271	0.7096	true	direct_nr80_representative	true	true	0.5701	0.0000	0.5701			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00200A0876	271	0.7605	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0010121B6C	271	0.7784	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0006BB78B8	271	0.7695	true	direct_nr80_representative	true	true	0.5106	0.0000	0.5106			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0006E3534A	271	0.7335	true	direct_nr80_representative	true	true	0.5777	0.0000	0.5777			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A401UH99	268	0.7814	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI004027FD76	271	0.7754	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAU9EXE2	262	0.7485	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00352B870C	271	0.7725	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A5E4LPI9	270	0.7515	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355	KDOPS-like	manual_review_before_final_tree	exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6G8QBC8	270	0.7425	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6J4QN83	270	0.7395	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6P1YC40	270	0.7635	true	direct_nr80_representative	true	true	0.5432	0.0000	0.5432			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_E5BHP6	270	0.7754	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A845QXL2	270	0.7605	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A2T4UE66	270	0.7485	true	direct_nr80_representative	true	true	0.5566	0.0000	0.5566			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7X9FTJ5	270	0.7485	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A971M3C0	270	0.7575	true	direct_nr80_representative	true	true	0.5451	0.0000	0.5451			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1T4JQN3	270	0.7695	true	direct_nr80_representative	true	true	0.5202	0.0000	0.5202			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A938XN61	270	0.7695	true	direct_nr80_representative	true	true	0.5509	0.0000	0.5509			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_Q3ABR7	270	0.7006	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6I0FGA9	270	0.7665	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0006D46E3F	270	0.7665	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00047AA5F7	270	0.7754	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003F97CF3C	270	0.7545	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0008914F07	270	0.7725	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0007828669	270	0.7425	true	direct_nr80_representative	true	true	0.5317	0.0000	0.5317			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00082BF248	270	0.7216	true	direct_nr80_representative	true	true	0.5413	0.0000	0.5413			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003565B96F	270	0.7754	true	direct_nr80_representative	true	true	0.5374	0.0000	0.5374			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00068B9DA3	270	0.7844	true	direct_nr80_representative	true	true	0.4971	0.0000	0.4971			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI001CF5B2DB	270	0.7844	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A934KA69	263	0.7395	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAU7VHQ5	269	0.7844	true	direct_nr80_representative	true	true	0.4933	0.0000	0.4933			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAU8HWQ1	269	0.7904	true	direct_nr80_representative	true	true	0.4990	0.0000	0.4990			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_L0KAP9	269	0.7635	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A2X1XZL1	262	0.7635	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A4U9RAP4	269	0.7784	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7G1GBE2	269	0.7754	true	direct_nr80_representative	true	true	0.5029	0.0000	0.5029			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABR7JS28	269	0.7156	true	direct_nr80_representative	true	true	0.5451	0.0000	0.5451			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_E3PTA6	269	0.7695	true	direct_nr80_representative	true	true	0.5317	0.0000	0.5317			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1H8TV69	269	0.7066	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1T4Q1G0	269	0.7545	true	direct_nr80_representative	true	true	0.5317	0.0000	0.5317			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6M0R9M5	269	0.7754	true	direct_nr80_representative	true	true	0.5182	0.0000	0.5182			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A140L5Z4	269	0.7635	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS3APJ4	269	0.7545	true	direct_nr80_representative	true	true	0.5681	0.0000	0.5681			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A841KU68	269	0.7635	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A833M9C6	269	0.7754	true	direct_nr80_representative	true	true	0.5182	0.0000	0.5182			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ACD1A9G7	269	0.7545	true	direct_nr80_representative	true	true	0.5393	0.0000	0.5393			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A645BIV5	269	0.7515	true	direct_nr80_representative	true	true	0.5509	0.0000	0.5509	other/ambiguous	needs_annotation_check	exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A151AQ74	267	0.7784	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000C7AC263	269	0.7784	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00398410C5	269	0.7605	true	direct_nr80_representative	true	true	0.5374	0.0000	0.5374			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0025B9F9E9	269	0.7725	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0033F783BF	269	0.7365	true	direct_nr80_representative	true	true	0.5336	0.0000	0.5336			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0040275F29	269	0.7844	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00041483F6	269	0.7754	true	direct_nr80_representative	true	true	0.4990	0.0000	0.4990			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002FC598AD	269	0.7665	true	direct_nr80_representative	true	true	0.5067	0.0000	0.5067			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0039EE7711	269	0.7635	true	direct_nr80_representative	true	true	0.5374	0.0000	0.5374			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1V1I250	259	0.7006	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAX4NE47	268	0.7156	true	direct_nr80_representative	true	true	0.5163	0.0000	0.5163			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_D3MQ99	268	0.7635	true	direct_nr80_representative	true	true	0.5010	0.0000	0.5010			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A4U9R079	268	0.7605	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1I0WIY9	268	0.7814	true	direct_nr80_representative	true	true	0.5336	0.0000	0.5336			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1H8G7F3	268	0.7725	true	direct_nr80_representative	true	true	0.5374	0.0000	0.5374			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6N6NPZ6	268	0.7066	true	direct_nr80_representative	true	true	0.5278	0.0000	0.5278			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_R4KH62	268	0.7814	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A3N0AB06	266	0.7365	true	direct_nr80_representative	true	true	0.5317	0.0000	0.5317			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7Y0EE18	268	0.7784	true	direct_nr80_representative	true	true	0.5624	0.0000	0.5624			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0008340A37	268	0.7695	true	direct_nr80_representative	true	true	0.5106	0.0000	0.5106			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000D0EE320	268	0.7725	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003C712ADA	268	0.7066	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00115878A9	268	0.7635	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003D6D2FAF	268	0.7784	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00193B51C7	268	0.7605	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000685C771	268	0.7814	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_Q3ADA1	266	0.7006	true	direct_nr80_representative	true	true	0.5336	0.0000	0.5336			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI001159CE3F	268	0.7575	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0035A37FCF	268	0.7754	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1F7JGJ4	267	0.7246	true	direct_nr80_representative	true	true	0.5086	0.0000	0.5086			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7C8BQ98	266	0.7216	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7X5SX88	266	0.7844	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6M8IWH8	267	0.7186	true	direct_nr80_representative	true	true	0.5202	0.0000	0.5202			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABP3VNX4	267	0.7635	true	direct_nr80_representative	true	true	0.5605	0.0000	0.5605			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABT4D0Z8	267	0.7695	true	direct_nr80_representative	true	true	0.5202	0.0000	0.5202			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAE4JX71	267	0.7754	true	direct_nr80_representative	true	true	0.5202	0.0000	0.5202			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A537LGT7	267	0.7725	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_Q3AAT5	267	0.7695	true	direct_nr80_representative	true	true	0.5317	0.0000	0.5317			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A4Z0W2Z9	267	0.7335	true	direct_nr80_representative	true	true	0.5413	0.0000	0.5413			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1M5T1L5	267	0.7485	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1L8CTR0	267	0.7695	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6I6F3D2	267	0.7515	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_X1ECR8	267	0.7784	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_X0UIQ2	267	0.7814	true	direct_nr80_representative	true	true	0.5662	0.0000	0.5662			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_X1MVX4	267	0.7934	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00289E3F4A	267	0.7156	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0005586E07	267	0.7754	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00192B9451	267	0.7485	true	direct_nr80_representative	true	true	0.5489	0.0000	0.5489			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003642B78D	267	0.7695	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00227BA0F6	267	0.7754	true	direct_nr80_representative	true	true	0.5758	0.0000	0.5758			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_B6YX08	266	0.7605	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_L0A7T9	266	0.7814	true	direct_nr80_representative	true	true	0.5048	0.0000	0.5048			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A8T5GER2	266	0.7515	true	direct_nr80_representative	true	true	0.5393	0.0000	0.5393			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6N7RQG8	266	0.7096	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A9E6MQK5	266	0.7246	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A3N0ITC6	266	0.7096	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6N8IFQ6	266	0.7096	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABP3U3Y1	266	0.7395	true	direct_nr80_representative	true	true	0.5758	0.0000	0.5758			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A4V2NXD1	266	0.7305	true	direct_nr80_representative	true	true	0.5720	0.0000	0.5720			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A8J6NJ86	266	0.7156	true	direct_nr80_representative	true	true	0.5144	0.0000	0.5144			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_C0GDL3	266	0.7515	true	direct_nr80_representative	true	true	0.5662	0.0000	0.5662			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A449BD33	266	0.7216	true	direct_nr80_representative	true	true	0.5336	0.0000	0.5336			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABT4DEN6	266	0.7725	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABP3UZT7	266	0.7455	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABU4JN87	266	0.7754	true	direct_nr80_representative	true	true	0.5547	0.0000	0.5547			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A949X3P7	266	0.7665	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A9D2VL86	266	0.7066	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS6ECQ2	266	0.7305	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABQ5NB01	266	0.7605	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS1THW4	266	0.7665	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A923IZG2	266	0.7515	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABR8YQG1	266	0.7605	true	direct_nr80_representative	true	true	0.5374	0.0000	0.5374			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABT4CMQ4	266	0.7754	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1E8F1P0	266	0.7635	true	direct_nr80_representative	true	true	0.5758	0.0000	0.5758			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS4K3D7	266	0.7695	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0G0G1W4	266	0.7395	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS9WHV0	266	0.7126	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A923NF72	266	0.7665	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0C1RA09	266	0.7515	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A934M3I8	266	0.7485	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000689754A	266	0.7665	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0013ED2BCA	266	0.7246	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002073D0FC	266	0.7814	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002FCA5859	266	0.7545	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002A4FADCE	266	0.7156	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002042012E	266	0.7126	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
